adult_no,child_no,weekend_nights_no,weekday_nights_no,lead_time,avg_price_per_room,special_requests_no,month,prev_show_rate,canceled
2,0,2,1,101,107.1,0,8,0.5,1
2,0,1,3,183,83.5,2,10,0.5,0
1,0,2,3,95,67.5,2,12,0.5,0
1,0,0,0,0,0,1,10,1,0
2,0,2,2,27,90.84,2,5,0.5,0
2,0,1,3,47,85,0,8,0.5,0
1,0,0,2,8,64.4,0,3,0.5,0
2,1,2,2,87,135.15,2,5,0.5,0
2,0,2,2,71,107.95,0,4,0.5,0
2,0,1,1,33,125.1,1,8,0.5,1
2,0,2,3,276,61,0,5,0.5,1
2,0,1,2,121,90,0,6,0.5,1
2,0,2,2,14,107,0,12,0.5,0
2,0,1,3,247,73.95,0,12,0.5,1
2,0,0,4,35,96.3,2,10,0.5,0
1,0,0,1,7,97,0,3,0.5,0
2,0,0,3,71,90,0,5,0.5,0
2,0,1,3,139,99.45,2,5,0.5,0
1,0,2,1,116,60,0,2,0.5,1
1,0,0,2,20,115,1,6,0.5,0
2,0,0,1,0,0,0,9,0.5,0
1,0,0,2,377,90,1,10,0.5,1
1,0,1,1,4,80,0,8,0.5,0
1,0,0,2,164,100,0,10,0.5,0
2,0,0,3,45,102.04,1,10,0.5,0
2,0,0,1,27,120,0,6,0.5,0
2,0,1,2,19,139,3,9,0.5,0
2,0,0,4,58,57.6,1,12,0.5,0
2,0,2,2,75,77.03,1,6,0.5,0
2,0,1,2,305,89,0,11,0.5,1
2,0,1,2,91,60,0,12,0.5,0
2,0,0,2,308,52,0,11,0.5,1
1,0,0,1,14,79,0,12,0.5,0
1,0,0,1,12,109,1,6,0.5,0
2,0,2,0,53,94.5,0,9,0.5,0
2,0,0,1,27,120,0,6,0.5,0
2,0,2,4,79,82.45,0,3,0.5,1
2,1,0,1,63,121.5,2,7,0.5,0
2,0,0,4,134,72.25,0,7,0.5,0
2,0,2,4,2,86.32,0,1,0.5,0
1,0,1,2,2,91,0,11,0.5,0
2,2,1,3,56,165.33,0,4,0.5,1
1,0,1,2,114,75,0,7,0.5,1
2,0,0,1,50,76.92,1,6,0.5,0
2,0,0,1,0,123,1,10,0.5,0
2,0,2,5,277,80,0,9,0.5,1
1,0,0,3,52,140.4,0,5,0.5,0
0,2,1,2,200,82.92,3,10,0.5,0
2,0,1,0,151,200,0,6,0.5,1
2,0,0,1,27,156,0,5,0.5,0
2,0,0,3,12,88,2,11,0.5,0
2,1,0,1,1,0,2,8,0.5,0
1,1,2,4,130,117.3,1,8,0.5,0
2,0,1,2,2,87,1,3,0.5,0
1,0,0,1,47,99.9,0,4,0.5,1
2,0,1,1,90,171.9,1,11,0.5,0
2,0,0,3,160,70.67,0,12,0.5,0
2,0,2,1,28,97.63,1,4,0.5,1
1,0,0,3,151,71,0,1,0.5,0
2,0,0,3,279,110,0,10,0.5,1
2,0,0,3,11,90,0,6,0.5,1
2,0,0,1,147,114.3,1,8,0.5,1
2,0,0,4,80,75.95,0,3,0.5,0
1,0,0,1,0,68.85,2,7,0.5,0
1,0,1,0,5,65,0,11,1,0
2,0,2,3,290,90.95,0,10,0.5,1
2,1,1,2,75,0,0,7,0.5,0
1,0,1,2,3,110,0,9,0.5,0
2,0,1,0,0,93,0,1,0.59,0
2,0,0,3,80,95.24,0,4,0.5,0
1,0,2,1,73,72,0,4,0.5,1
2,0,1,2,315,160,0,9,0.5,1
2,1,2,1,68,135,3,10,0.5,0
1,0,0,1,73,113.4,1,10,0.5,0
2,2,0,2,10,186,1,8,0.5,0
1,0,0,1,143,84.6,1,11,0.5,1
2,0,0,1,108,77.03,0,4,0.5,0
2,0,0,1,1,66,0,1,0.5,0
1,0,0,2,192,110,0,6,0.5,1
2,0,0,2,1,103,0,3,0.5,0
2,0,1,0,13,101,1,11,0.5,0
2,0,0,2,56,69.6,0,2,0.5,1
3,0,2,3,79,143.1,0,7,0.5,0
2,2,0,2,1,142,0,11,0.5,0
2,0,0,1,0,106,0,2,0.5,0
2,0,0,2,20,115.6,2,6,0.5,0
1,0,1,1,4,0,1,2,0.5,0
2,0,0,5,79,90.95,1,4,0.5,0
1,0,0,3,36,120.7,0,6,0.5,0
2,0,1,3,210,72.75,0,10,0.5,0
1,0,0,3,19,130.67,1,6,0.5,0
1,0,1,0,35,81,0,9,0.5,1
2,1,0,2,9,201.5,2,9,0.5,0
2,1,0,2,50,157.9,2,7,0.5,0
1,0,0,4,256,90.95,0,8,0.5,1
2,0,0,4,275,82.45,2,12,0.5,0
1,0,0,1,15,60,0,12,0.5,0
2,1,2,5,150,91.12,0,9,0.5,0
3,0,2,1,221,90,0,10,0.5,0
2,0,0,2,48,87.3,0,10,0.5,0
2,0,0,3,19,90,0,10,0,0
2,0,0,1,73,126.9,0,5,0.5,1
2,0,0,2,2,101,1,1,0.5,0
2,0,0,2,245,75,0,6,0.5,1
1,0,0,2,21,65,0,12,0.5,0
2,0,2,1,4,94.5,0,8,0.5,0
3,0,0,3,178,143.7,1,8,0.5,1
2,0,2,1,109,77.03,1,4,0.5,0
2,0,0,2,142,85.5,0,7,0.5,1
2,0,0,1,64,149.4,0,9,0.5,1
2,0,0,1,23,88,2,12,0.5,0
2,0,0,3,132,96.3,0,6,0.5,1
2,0,1,2,168,85,0,4,0.5,1
2,0,0,3,304,89,0,11,0.5,1
2,0,1,2,161,130,0,3,0.5,1
2,0,1,0,1,149,0,5,0.5,0
1,0,1,2,0,65,0,8,0.5,0
2,0,0,1,55,104,0,4,0.5,0
1,0,0,1,78,96,2,11,0.5,0
2,0,1,2,77,85.5,0,4,0.5,1
2,0,1,2,160,129,1,6,0.5,1
3,0,2,2,23,105,1,10,0.5,0
1,0,2,0,5,90,0,9,0,0
1,0,0,3,166,110,0,11,0.5,1
2,0,0,4,222,80.75,1,10,0.5,0
2,0,1,2,46,60,0,11,0.5,0
2,0,0,3,110,112.88,0,9,0.5,0
2,0,1,2,51,106.2,0,4,0.5,0
2,0,2,1,23,66,0,2,0.5,0
1,0,0,1,0,93.5,2,7,0.5,0
1,0,1,0,3,133,1,9,0.5,0
1,0,1,2,50,86.4,2,11,0.5,0
2,0,2,6,18,75.54,0,12,0.5,0
2,0,0,2,273,109,0,7,0.5,1
2,0,2,1,15,114.33,0,6,0.5,1
2,0,0,2,1,77.6,0,1,0.5,0
2,0,0,5,67,82.45,1,3,0.5,0
2,0,2,2,65,134,1,8,0.5,0
1,0,0,3,71,120,0,6,0.5,0
2,0,2,8,119,118.8,1,8,0.5,1
2,0,1,2,126,73.12,0,7,0.5,1
1,0,0,1,18,60,0,12,0.5,0
1,0,0,3,1,89,1,1,0.5,0
2,0,1,3,140,114.33,0,7,0.5,0
2,0,0,1,135,79.2,2,12,0.5,1
3,0,2,0,40,131.4,0,3,0.5,1
2,0,0,2,292,115,0,7,0.5,1
2,0,0,1,33,108.9,0,5,0.5,0
2,0,2,3,212,78,1,5,0.5,0
2,0,2,1,16,102.33,0,6,0.5,0
2,0,2,1,20,164,0,10,0.5,0
1,0,0,1,8,114.75,0,5,0.5,0
3,0,1,2,6,192.67,1,3,0.5,0
3,0,0,1,56,141.3,0,6,0.5,1
2,0,1,2,273,95,0,5,0.5,1
2,0,0,4,323,112,1,5,0.5,1
2,0,0,3,122,118.8,1,8,0.5,0
2,0,0,1,6,140,1,8,0.5,0
2,0,2,4,149,99.45,1,7,0.5,0
2,2,1,2,142,243.6,0,8,0.5,1
2,0,0,2,163,96.3,0,8,0.5,1
2,0,2,1,92,100,0,3,0.5,1
2,0,0,4,101,93.08,1,4,0.5,0
2,0,2,3,20,96.9,1,11,0.5,1
2,0,1,2,187,105.3,0,8,0.5,1
2,0,2,2,72,72.25,0,9,0.5,0
1,0,0,2,32,73,0,11,0.5,0
1,0,0,1,78,72.72,0,4,0.5,0
2,0,2,1,12,162.33,2,9,0.5,0
1,0,1,2,118,110,0,6,0.5,0
2,0,2,0,162,114.3,1,6,0.5,1
2,0,2,3,68,89.93,1,4,0.5,0
2,0,1,3,23,79.2,0,11,0.5,1
1,0,0,2,346,3,0,9,0.5,1
3,1,1,2,64,126,1,11,0.5,0
2,0,0,3,44,75,0,2,0.5,0
2,0,0,1,42,112.59,1,9,0.5,0
1,0,0,2,103,115,0,4,0.5,1
2,0,1,0,20,89,1,6,0.5,0
2,0,2,2,64,109.8,0,9,0.5,0
2,0,1,2,141,132,0,6,0.5,0
3,0,1,0,28,157,2,5,0.5,0
1,0,1,1,3,65,1,7,1,0
2,0,2,3,169,90.95,2,8,0.5,0
2,0,0,1,81,116.1,0,5,0.5,1
2,0,0,1,180,70,0,10,0.5,1
2,0,0,3,93,60.67,0,12,0.5,0
3,0,0,2,82,150.3,3,8,0.5,0
2,0,0,3,49,75,1,11,0.5,0
3,0,0,4,86,139.95,0,7,0.5,1
2,0,2,1,9,116.27,1,8,0.5,0
2,0,0,2,74,101.5,0,9,0.5,0
2,0,1,3,20,91,1,1,0.5,0
2,0,2,2,5,92.25,0,8,0.5,0
2,0,0,2,219,136.1,1,9,0.5,1
2,0,0,3,14,113,2,9,0.5,0
2,0,1,1,14,0,0,4,0.5,0
2,0,0,2,298,93,0,5,0.5,0
2,1,0,3,36,99.68,0,9,0.5,0
2,0,0,2,291,115,0,8,0.5,1
2,0,1,4,23,68,1,9,0.5,0
2,0,2,4,53,121.35,1,9,0.5,0
2,0,1,3,125,103.05,0,8,0.5,0
1,0,1,3,39,51.28,1,3,0.5,1
2,0,2,6,171,63.75,0,7,0.5,1
3,0,1,3,266,104.55,0,12,0.5,0
2,0,2,4,59,106.2,1,11,0.5,0
2,0,0,1,2,0,2,12,0.5,0
2,0,0,4,64,94.78,0,4,0.5,1
1,0,2,1,2,65,0,5,1,0
2,0,1,2,104,108,1,10,0.5,1
1,0,1,2,14,127,0,5,0.5,1
2,0,2,3,121,103.5,1,7,0.5,0
1,0,3,5,10,110,0,5,0.5,0
2,0,0,1,115,108,0,10,0.5,1
1,0,0,3,37,95,0,10,0.5,0
2,0,2,3,222,102.85,1,10,0.5,1
2,0,0,1,0,160,0,9,0.5,0
1,0,0,2,192,95,0,6,0.5,0
2,0,0,2,143,77.03,0,4,0.5,0
2,0,2,1,21,125,1,8,0.5,0
1,0,1,2,18,136,0,5,0.5,1
2,0,1,1,175,140.4,1,9,0.5,1
2,0,2,5,87,134.42,1,6,0.5,0
3,0,4,5,114,191,0,7,0.5,1
2,0,2,1,202,120,1,10,0.5,1
2,0,2,5,14,131.43,2,10,0.5,0
2,0,0,2,49,98.1,1,12,0.5,0
2,1,1,0,86,114.3,1,7,0.5,0
2,0,1,2,16,129,0,6,0.5,1
2,0,1,1,0,87.2,0,10,0.5,0
2,0,0,5,140,86.05,0,8,0.5,0
2,0,2,2,46,74.8,0,3,0.5,0
1,0,1,0,4,149,1,9,0.5,0
2,0,2,1,33,108,0,10,0.5,0
1,0,1,3,22,109.25,3,9,0.5,0
2,2,1,2,19,194.67,0,1,0.5,0
2,0,0,4,43,88.4,4,11,0.5,0
2,0,0,1,55,104,0,4,0.5,0
2,0,1,2,191,132,0,6,0.5,1
2,0,0,1,0,105,0,1,0.5,0
1,0,1,0,30,67,0,11,1,0
3,0,1,3,65,142.88,0,9,0.5,0
1,0,0,1,4,0,4,7,1,0
1,0,2,3,269,70,0,12,0.5,0
2,0,0,2,263,110,0,10,0.5,1
1,0,1,2,0,95,0,5,1,0
3,0,1,3,79,151.2,3,10,0.5,0
2,0,1,4,96,76.5,1,7,0.5,1
1,0,2,2,62,98.55,1,9,0.5,1
1,0,2,1,1,60,0,2,0.5,1
2,0,0,2,377,115,1,10,0.5,1
2,0,1,1,7,112,1,5,0.5,0
2,1,1,1,136,121.5,0,7,0.5,1
2,0,0,2,185,81.77,2,5,0.5,1
2,0,0,1,1,110.19,0,8,0.5,0
2,0,1,5,41,70,0,12,0.5,0
2,2,2,1,46,207.9,2,5,0.5,0
2,0,0,1,194,86.75,0,7,0.5,1
1,0,0,1,118,76,0,3,0.5,0
2,0,1,0,13,85,1,3,0.5,0
1,0,0,3,3,98.33,1,3,0.5,0
2,0,2,5,227,72.76,0,10,0.5,0
2,0,0,3,193,65,0,10,0.5,1
0,2,2,2,38,77.86,1,12,0.5,0
2,0,2,2,56,185,0,9,0.5,0
2,0,1,0,6,0,0,11,0.5,0
2,0,0,2,211,100,0,5,0.5,1
2,0,0,3,19,90,0,10,0,0
2,0,2,2,158,89.25,0,7,0.5,1
2,0,0,4,178,90.9,2,10,0.5,0
3,0,1,0,60,137.7,2,7,0.5,0
2,0,2,4,70,120.15,2,11,0.5,0
2,0,1,2,49,79.2,1,11,0.5,1
2,0,0,3,76,140.4,2,5,0.5,0
2,0,0,4,270,62.8,0,4,0.5,1
1,0,0,2,6,80,1,3,0.5,0
2,0,1,1,24,107.1,0,9,0.5,1
2,0,0,4,91,75,0,5,0.5,0
1,0,0,2,192,95,0,6,0.5,0
3,0,0,3,118,159.3,0,6,0.5,1
2,0,1,2,35,129,1,10,0.5,0
3,0,1,3,40,135.4,2,12,0.5,0
2,0,2,2,149,85.5,0,8,0.5,1
2,0,2,1,282,76.67,0,10,0.5,0
3,0,0,3,74,126,1,12,0.5,0
2,1,1,0,20,109.65,0,6,0.5,0
2,2,2,2,25,178.25,0,1,0.5,1
2,1,0,1,21,119,0,6,0.5,1
2,0,1,4,259,131.43,2,12,0.5,0
3,0,0,2,93,137.7,2,7,0.5,0
1,0,0,3,38,80,0,10,0.5,0
1,0,0,4,190,95,0,6,0.5,0
3,0,2,1,197,128.7,0,10,0.5,1
2,0,0,2,102,109,0,10,0.5,0
2,0,2,7,96,76.5,0,9,0.5,0
2,0,0,1,80,105.3,0,7,0.5,1
2,2,1,1,7,153,0,8,0.5,0
2,0,0,2,320,115,1,8,0.5,1
2,0,1,0,13,85,0,3,0.5,0
2,0,0,2,18,174,0,9,0.5,1
2,0,0,1,3,106,0,9,0.5,0
2,0,0,2,69,105.3,0,4,0.5,1
1,0,1,0,0,114,0,10,0.5,0
2,0,1,3,4,106,0,3,0.5,0
2,0,0,1,100,108,0,10,0.5,1
2,0,0,2,117,99.85,0,4,0.5,1
2,0,0,4,15,75,0,8,0.5,0
2,0,1,1,61,72.24,1,10,0.5,0
2,0,0,2,102,101.5,0,10,0.5,1
2,0,1,0,137,94.5,0,4,0.5,0
2,0,1,3,210,86,0,10,0.5,1
2,0,1,2,309,65,0,5,0.5,0
2,0,1,2,101,81.25,0,7,0.5,0
2,0,0,3,81,149.4,1,9,0.5,1
2,0,0,2,15,88.8,0,3,0.5,1
2,0,0,5,130,90.95,1,6,0.5,1
2,0,2,1,8,126.67,1,10,0.5,0
2,0,0,3,1,120,1,6,0.5,0
1,0,0,1,31,90,1,4,0.5,0
2,0,1,2,17,66,0,2,0.5,0
2,0,0,2,28,99,0,9,0.5,0
2,0,2,2,143,114.3,1,8,0.5,0
2,0,0,2,56,82,0,9,0.5,0
2,0,0,1,3,156,0,5,0.5,1
2,0,0,3,204,100,0,5,0.5,1
1,0,0,1,0,135,0,5,0.5,1
2,0,1,4,143,64.26,0,5,0.5,0
1,0,0,2,188,130,0,6,0.5,1
2,0,2,2,16,61.16,0,1,0.5,0
2,0,1,2,83,96.3,1,4,0.5,0
2,1,2,1,7,133.83,2,4,0.5,0
1,0,0,2,0,87,0,6,0.5,0
2,1,0,3,8,220,2,4,0.5,0
1,0,1,1,45,109.49,0,6,0.5,1
2,0,2,0,275,110,0,4,0.5,1
2,0,2,1,36,67.5,2,8,0.5,0
0,2,0,2,12,77.25,1,12,0.5,0
2,0,2,2,9,87,1,2,0.5,0
2,0,0,2,292,109,0,7,0.5,1
2,0,0,3,14,79.25,0,1,0.5,0
1,0,1,2,118,110,0,6,0.5,0
1,0,2,2,2,66.88,0,5,0.5,0
3,0,2,1,59,138.6,2,12,0.5,0
2,0,0,5,9,143.6,0,4,0.5,1
2,0,1,1,89,104,2,12,0.5,0
1,0,0,1,99,81,0,2,0.5,0
2,0,0,2,21,117,1,10,0.5,0
2,0,2,2,3,166,1,8,0.5,0
2,0,0,3,73,77.04,0,4,0.5,0
2,0,2,1,193,76.85,1,7,0.5,0
1,0,0,1,183,98.1,0,10,0.5,1
2,0,2,2,4,75.51,0,11,0.5,0
2,0,2,2,206,80.75,0,8,0.5,1
2,0,1,3,142,113.05,1,5,0.5,0
1,0,0,1,1,80,0,2,0.5,0
2,0,1,2,66,102,2,9,0.5,0
3,0,2,5,19,130,1,2,0.5,0
2,0,3,5,160,71.6,0,7,0.5,1
3,0,1,0,63,168.3,0,8,0.5,1
1,0,0,1,0,0,0,7,0.5,0
2,0,0,2,377,115,1,10,0.5,1
3,0,4,6,95,149.58,0,7,0.5,1
2,0,1,1,34,143.55,1,9,0.5,1
2,0,0,3,37,105,0,10,0.5,0
2,1,1,4,24,78.15,1,12,0.5,0
2,1,1,2,79,109.8,2,12,0.5,0
2,0,0,2,15,170,2,10,0.5,0
1,0,0,2,103,115,0,4,0.5,1
1,0,0,2,0,65,0,3,0.8,0
2,0,0,1,167,105.3,0,8,0.5,1
2,1,1,3,45,162.79,1,9,0.5,0
1,0,0,1,0,0,0,8,0.5,0
2,0,0,2,1,110,1,6,0.5,0
2,0,0,3,30,110.8,0,4,0.5,0
2,0,2,4,123,114.69,1,9,0.5,0
2,0,0,2,10,206.55,0,12,0.5,0
2,0,0,2,56,93.6,1,11,0.5,1
3,0,2,5,110,150.45,4,6,0.5,0
1,0,1,2,118,110,0,6,0.5,0
1,0,0,1,8,83.39,1,10,0.5,0
2,0,1,1,54,89.1,2,10,0.5,0
2,0,1,3,39,148,0,11,0.5,1
2,0,0,3,56,72.76,1,10,0.5,1
2,0,1,1,11,141,2,8,0.5,0
2,0,2,2,158,82.88,1,7,0.5,0
1,0,0,2,103,115,0,4,0.5,1
2,2,0,4,1,205.5,2,12,0.5,0
2,0,0,1,0,154,0,10,0.5,0
2,0,2,0,13,90.6,1,11,0.5,0
2,0,2,5,47,140.53,2,8,0.5,0
2,0,2,0,13,99,2,5,0.5,0
3,0,1,1,195,137.7,0,8,0.5,1
1,0,0,1,10,72.9,0,1,0.5,0
3,0,1,1,63,126,1,4,0.5,0
2,0,0,1,168,144.9,0,5,0.5,1
2,0,1,2,19,130,0,5,0.5,0
2,0,0,1,13,75,1,1,0.5,0
2,0,1,2,180,100.08,2,10,0.5,1
2,0,2,1,20,95,0,9,0.5,0
2,0,1,0,139,126.9,0,6,0.5,0
2,0,2,3,131,82.79,2,4,0.5,0
2,1,3,6,81,134.1,0,8,0.5,1
2,0,1,2,78,100,0,3,0.5,1
2,0,1,2,264,96.3,0,10,0.5,1
2,2,2,1,33,190.8,0,9,0.5,0
2,0,1,0,2,0,1,6,0.5,0
1,0,0,3,58,81,0,1,0.5,0
1,0,0,1,4,97,2,12,0.5,0
2,0,2,0,386,115,1,10,0.5,1
2,0,2,2,107,89.25,2,5,0.5,0
2,0,0,3,21,74.48,0,11,0.5,0
1,0,0,2,1,100,0,6,0.5,0
2,0,2,4,94,65.84,1,11,0.5,0
2,0,0,2,4,93,1,2,0.5,0
3,0,0,3,236,159.3,0,9,0.5,1
2,0,1,1,159,70,1,4,0.5,0
2,0,2,1,20,58,0,12,0.5,0
2,1,1,4,170,114.75,2,8,0.5,1
1,0,0,1,7,90,0,4,0.5,0
2,0,0,3,112,120,0,6,0.5,1
3,0,0,3,160,137.7,0,7,0.5,1
2,0,0,4,55,109.8,2,8,0.5,1
2,0,0,3,240,106.2,0,6,0.5,1
2,1,2,1,134,135,2,10,0.5,0
2,0,2,1,1,137.67,1,6,0.5,0
2,0,0,3,29,75,0,10,0.5,0
2,0,0,3,213,130,0,6,0.5,1
2,0,1,4,148,67,0,12,0.5,0
2,0,0,2,211,100,0,5,0.5,1
2,0,0,3,44,93.33,1,11,0.5,0
2,0,0,1,1,106,0,8,0.5,0
1,0,5,14,14,80.09,0,1,0.5,0
2,0,0,2,65,149.4,1,9,0.5,0
2,0,2,1,124,118.8,2,10,0.5,0
2,0,0,2,77,149.4,1,9,0.5,0
2,1,1,2,35,76.05,1,3,0.5,0
2,0,0,2,220,126.9,1,9,0.5,1
2,0,2,3,73,85,0,9,0.5,1
2,0,1,3,49,74.8,2,12,0.5,0
1,0,1,2,56,94.5,0,6,0.5,1
2,0,0,1,10,89.3,0,1,0.5,0
3,0,2,1,202,128.7,0,10,0.5,1
2,0,0,3,22,75,0,10,0.5,0
2,1,1,2,62,88.8,1,6,0.5,0
2,0,4,12,223,89.73,1,9,0.5,1
2,0,2,4,200,83.58,0,8,0.5,1
2,0,2,1,72,140.4,1,5,0.5,1
2,0,1,5,101,54.06,0,4,0.5,0
3,0,2,5,41,89.29,0,12,0.5,0
2,0,2,4,88,106.25,0,10,0.5,0
2,0,0,2,263,110,0,10,0.5,1
2,0,0,3,53,118.8,2,10,0.5,0
2,0,0,3,73,85.67,0,11,0.5,0
2,0,1,1,35,104.85,1,10,0.5,0
2,0,1,4,89,52.85,2,11,0.5,0
2,0,2,3,50,162.4,1,10,0.5,1
2,0,1,4,290,90.95,2,10,0.5,0
2,0,0,1,92,90,0,11,0.5,0
2,1,1,1,7,143,1,4,0.5,0
2,0,1,2,112,140.4,1,5,0.5,0
1,0,1,3,69,173,1,11,0.5,1
1,0,0,2,15,79,0,1,0.5,0
2,0,1,2,104,129.6,2,9,0.5,0
3,0,1,3,165,123.3,2,10,0.5,1
1,0,2,1,103,72.5,0,7,0.5,0
3,0,2,2,56,185,1,9,0.5,0
2,0,1,2,168,85,0,4,0.5,1
2,0,0,1,74,127.8,0,7,0.5,1
2,0,0,4,69,111.3,1,12,0.5,0
2,0,1,1,16,90,2,8,0.5,0
2,1,1,2,98,121.5,1,7,0.5,0
2,0,0,4,42,91.8,1,11,0.5,0
2,2,1,2,47,173.12,2,4,0.5,0
2,0,2,5,77,146.93,1,4,0.5,1
2,0,2,3,59,120.96,1,9,0.5,1
2,1,1,2,16,132.33,3,6,0.5,0
2,1,2,2,6,180,1,8,0.5,0
2,0,0,5,21,139,1,7,0.5,0
2,0,1,2,33,111.9,0,6,0.5,1
2,0,0,2,45,103.95,1,3,0.5,1
1,0,0,1,99,81,0,2,0.5,0
2,0,0,1,8,102,1,1,0.5,0
2,0,0,4,190,90.65,2,6,0.5,1
2,0,0,1,63,93.6,2,12,0.5,0
3,0,2,5,144,140.76,0,8,0.5,1
1,0,2,2,4,68,0,7,0.5,1
1,0,0,1,53,120,0,10,0.5,0
2,0,2,0,95,84.6,2,11,0.5,1
2,1,0,1,184,164.25,2,8,0.5,1
2,0,1,3,34,113.85,0,3,0.5,1
2,0,1,2,57,130.2,2,11,0.5,0
2,0,2,1,130,76.5,1,8,0.5,1
2,0,0,2,76,76.5,1,3,0.5,0
2,0,2,2,169,106,0,4,0.5,1
1,0,0,1,361,91,0,11,0,1
2,0,2,2,5,140.75,2,9,0.5,0
2,0,0,1,11,140,1,11,0.5,1
2,1,1,0,12,129.5,2,5,0.5,0
3,0,2,5,88,119,1,12,0.5,0
1,0,0,1,17,95,0,10,0.5,0
2,0,1,1,3,120,0,9,0.5,0
2,1,1,2,187,121.5,1,8,0.5,1
2,0,0,2,245,75,0,6,0.5,1
1,0,2,4,69,120,0,6,0.5,1
2,0,0,2,8,80.85,2,9,0.5,0
2,0,0,2,257,101.5,0,7,0.5,1
2,0,0,1,105,75,0,4,0.5,1
1,0,1,1,100,91.9,1,4,0.5,0
2,0,2,0,146,95,0,4,0.5,1
3,0,2,2,1,184.5,2,7,0.5,0
1,0,1,0,5,97,0,3,0.5,0
1,0,0,1,5,71.84,1,2,0.5,0
1,0,0,3,71,120,0,6,0.5,0
2,0,1,1,275,62.8,0,6,0.5,1
2,0,2,2,41,140.4,1,8,0.5,0
2,0,0,4,66,99.2,1,10,0.5,0
2,0,0,2,256,115,1,6,0.5,1
2,0,1,2,57,90.67,1,6,0.5,0
2,0,0,2,87,93.6,2,12,0.5,0
2,0,0,1,107,76.5,0,8,0.5,0
2,0,0,3,40,75,0,10,0.5,0
1,0,1,1,45,86.4,0,11,0.5,1
1,0,2,4,69,120,0,6,0.5,1
2,0,1,2,57,90.67,1,6,0.5,0
2,2,2,1,34,207.9,0,9,0.5,1
1,0,0,2,192,95,0,6,0.5,0
1,0,0,1,41,88,1,12,0.92,0
1,0,0,1,18,156,0,5,0.5,1
2,0,2,0,53,96.3,1,2,0.5,1
2,0,1,3,67,75.95,0,3,0.5,0
2,0,0,3,37,105,0,10,0.5,0
3,0,2,2,204,137,0,10,0.5,1
2,0,1,1,77,125.1,1,6,0.5,0
2,0,0,1,100,108,0,10,0.5,1
2,0,2,1,110,94.5,0,7,0.5,0
2,0,0,1,51,107.1,0,7,0.5,1
2,0,2,3,136,117.29,1,5,0.5,0
2,0,2,0,3,78.2,0,12,0.5,0
2,1,0,1,0,138,0,3,0.5,0
2,0,2,7,57,114.66,1,4,0.5,0
2,0,1,1,28,94.35,0,6,0.5,1
2,0,2,5,188,90.95,0,7,0.5,1
2,0,0,4,30,144.8,1,10,0.5,0
3,0,2,1,116,96.56,0,8,0.5,1
2,1,0,3,4,147.33,2,12,0.5,0
2,1,2,3,56,115.09,2,4,0.5,0
2,0,1,1,8,82.39,1,11,0.5,0
3,0,0,3,14,186,2,5,0.5,0
2,0,1,1,275,62.8,0,6,0.5,1
2,0,1,3,66,118.8,1,10,0.5,0
1,0,0,1,3,0,0,10,0.5,0
2,0,0,3,70,78.3,1,2,0.5,1
1,0,0,3,113,100,0,5,0.5,1
2,0,2,2,64,71.6,0,3,0.5,0
1,0,1,0,13,115,1,8,0.5,0
2,0,2,1,48,88.5,1,4,0.5,0
2,1,2,2,123,135.15,2,6,0.5,1
2,0,1,2,43,69.52,0,2,0.5,1
3,0,1,2,89,137.7,0,7,0.5,1
2,0,0,3,1,121.33,1,9,0.5,0
2,0,1,3,63,99.9,3,6,0.5,0
2,0,1,3,9,155,1,10,0.5,0
2,0,0,3,20,136.67,2,9,0.5,0
2,0,1,0,1,98,0,8,0.5,0
1,0,1,0,6,206,1,9,0.5,0
1,0,2,3,5,84,0,11,0.5,0
2,0,2,2,215,94.35,1,12,0.5,1
2,0,1,2,73,76.5,0,7,0.5,1
2,0,0,3,2,84,1,1,0.5,0
1,0,0,1,99,81,0,2,0.5,0
2,0,0,2,301,52,0,11,0.5,1
0,2,0,1,193,86.5,0,7,0.5,1
2,0,1,3,184,128.7,2,10,0.5,1
2,1,0,3,21,139,0,5,0.5,1
2,0,1,2,60,78.3,0,2,0.5,0
2,0,2,2,15,104.5,1,12,0.5,0
2,0,1,1,30,82.08,0,10,0.5,0
2,0,2,3,192,102,0,9,0.5,1
2,0,0,4,33,85.5,0,4,0.5,0
1,1,1,4,69,135.15,2,5,0.5,0
2,0,0,2,12,12,1,8,0.5,0
2,0,1,0,54,85.5,0,4,0.5,1
2,0,1,0,179,85.5,1,7,0.5,1
2,0,2,1,5,71.8,0,12,0.5,0
2,0,1,0,31,94.5,0,4,0.5,1
2,0,2,5,107,76.69,1,12,0.5,0
2,0,1,4,146,166.5,2,10,0.5,0
2,0,1,1,7,112,1,5,0.5,0
2,0,0,3,213,130,0,6,0.5,1
1,0,0,1,37,67.5,0,11,0.5,0
1,0,0,3,113,100,0,5,0.5,1
2,1,1,4,90,88.74,0,12,0.5,1
2,0,0,2,8,139,2,8,0.5,0
2,0,1,4,56,55.38,0,3,0.5,0
2,0,0,1,0,99,1,8,0.5,0
1,0,3,7,3,65,0,9,0.92,0
1,0,1,3,10,87,0,2,0.5,0
2,0,0,4,169,90.9,0,10,0.5,1
3,0,1,2,58,159.3,2,6,0.5,0
2,0,0,4,163,99.45,1,6,0.5,0
1,0,0,1,45,94.5,2,10,0.5,0
1,0,0,1,1,79,0,2,0.5,0
1,0,1,3,5,135,0,10,0.5,0
